Texto,Label,Tipo,Veredito original,Fonte,URL,Data,Arquivo bruto
Não ao passaporte de imunização. As vacinas da COVID não seguiram os protocolos normais e reações adversas têm ocorrido.,Fake,claim,"FALSO: Todos os imunizantes passaram por fases de testes, cujos dados são públicos, e, antes de serem aplicados, suas segurança e eficácia são analisadas pela autoridade sanitária de cada país.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/vacinas-contra-a-covid-19-usadas-no-brasil-passaram-por-testes-de-seguranca-ao-contrario-do-que-diz-deputado/,2021-06-17 07:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
"Todos os imunizantes passaram por fases de testes, cujos dados são públicos, e, antes de serem aplicados, suas segurança e eficácia são analisadas pela autoridade sanitária de cada país.",True,verdict_correction,"FALSO: Todos os imunizantes passaram por fases de testes, cujos dados são públicos, e, antes de serem aplicados, suas segurança e eficácia são analisadas pela autoridade sanitária de cada país.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/vacinas-contra-a-covid-19-usadas-no-brasil-passaram-por-testes-de-seguranca-ao-contrario-do-que-diz-deputado/,2021-06-17 07:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
"Nos EUA, outrora referência em liberdade, garota de 9 anos é detida pela polícia por estar dentro de um museu e não ter se vacinado.",Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.9X77UH,2022-01-26 08:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
Foto de Eduardo Bolsonaro na Copa do Qatar é montagem feita por André Janones,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-copa-do-mundo/,2022-11-30 08:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
"Coronavac tem eficácia global de 50,38% e será preciso tomar duas doses da vacina",Fake,claim,"ENGANOSO: Doses escalonadas são comuns em programas de vacinação e servem para reforçar a primeira dose. A taxa de eficácia global da CoronaVac, de 50,38%, não indica que metade dos vacinados vai pegar a doença e a outra metade, não.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/segunda-dose-da-coronavac-nao-esta-relacionada-a-taxa-de-eficacia-da-vacina/,2021-01-18 08:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
"Doses escalonadas são comuns em programas de vacinação e servem para reforçar a primeira dose. A taxa de eficácia global da CoronaVac, de 50,38%, não indica que metade dos vacinados vai pegar a doença e a outra metade, não.",True,verdict_correction,"ENGANOSO: Doses escalonadas são comuns em programas de vacinação e servem para reforçar a primeira dose. A taxa de eficácia global da CoronaVac, de 50,38%, não indica que metade dos vacinados vai pegar a doença e a outra metade, não.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/segunda-dose-da-coronavac-nao-esta-relacionada-a-taxa-de-eficacia-da-vacina/,2021-01-18 08:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
Vídeo mostra palestra de Eduardo Bolsonaro no Catar em 2022,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-antigo-eduardo-bolsonaro-eua-nao-qatar/,2022-11-30 08:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
1 milhão de pessoas compareceram no ato de apoio a Jair Bolsonaro na Avenida Paulista,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/eduardo-bolsonaro-usa-dado-inexistente-para-inflar-publico-de-manifestacao/,2018-10-01 07:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
É difícil acreditar que o Globo faz um jornalismo sério,Fake,claim,Fake,O GLOBO,https://oglobo.globo.com/fato-ou-fake/e-fake-que-globo-escreveu-que-heloisa-esposa-de-flavio-bolsonaro-24607389,2020-08-26 07:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
Greta Thunberg não é financiada por Soros,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2019/09/26/eduardo-bolsonaro-publica-informacao-e-foto-erradas-sobre-greta-thunberg.htm,2019-09-26 07:00:00,data/raw\factcheck_eduardo_bolsonaro_0.csv
Alexandre Frota denuncia plano de bolsonaristas para atacar igrejas e culpar o PT antes das eleições,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/declaracao-alexandre-frota-bolsonaristas-prejudicar-lula-falso/,2026-05-08 07:00:00,data/raw\factcheck_eleicao.csv
Maduro implica Obama em investigação de fraude eleitoral e tráfico de drogas,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/29/falso-maduro-obama-fraude-eleitoral.ghtm,2026-04-29 07:00:00,data/raw\factcheck_eleicao.csv
"Flávio Bolsonaro disse que vai revogar o fim da escala 6x1, caso seja eleito",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/flavio-bolsonaro-escala-6x1/,2026-04-24 07:00:00,data/raw\factcheck_eleicao.csv
A polícia achou os eleitores do Flavio Rachadinha e da Nikole!!!,Fake,claim,Falso,BOL - UOL,https://www.bol.uol.com.br/noticias/2026/04/24/falso-video-fazenda-likes-flavio-bolsonaro-nikolas-ferreira-ia.ghtm,2026-04-24 07:00:00,data/raw\factcheck_eleicao.csv
"Flávio Bolsonaro disse que vai privatizar o SUS, caso seja eleito presidente.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-flavio-bolsonaro-disse-privatizar-sus-se-eleito-presidente/,2026-04-13 07:00:00,data/raw\factcheck_eleicao.csv
Flávio Bolsonaro diz que se for eleito criará uma lei de redução de salário,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.A3YK4CQ,2026-03-19 07:00:00,data/raw\factcheck_eleicao.csv
"Judiciário brasileiro é eleito o segundo mais corrupto e injusto do mundo, segundo ranking global",Fake,claim,Distorcido,BOL - UOL,https://www.bol.uol.com.br/noticias/2026/01/27/enganoso-judiciario-brasileiro-segundo-mais-corrupto-do-mundo.htm,2026-01-27 08:00:00,data/raw\factcheck_eleicao.csv
"Judiciário brasileiro é eleito o 2º mais corrupto e injusto do mundo, segundo ranking global",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.943D264,2026-01-26 08:00:00,data/raw\factcheck_eleicao.csv
"O Brasil foi classificado pela OEA, como um país governado por um ditador ! Não fará parte da comissão de Direto",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.97AR69E,2026-02-12 08:00:00,data/raw\factcheck_eleicao.csv
Flávio Bolsonaro assume liderança em pesquisa sobre eleições de 2026,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.89PM7T3,2026-01-05 08:00:00,data/raw\factcheck_eleicao.csv
"Sylvester Stallone decidiu deixar Nova Iorque, cidade onde viveu por cerca de 40 anos, devido ao que ele chama de ""degradação urbana"" e ""transformações sociais e políticas"" recentes que tornaram o ambiente incompatível com os seus valores.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/apos-a-eleicao-de-mamdani-stallone-anuncia-que-vai-deixar-nova-iorque-devido-ao-ambiente-incompativel-com-os-seus-valores/,2025-11-24 08:00:00,data/raw\factcheck_eleicao.csv
Senador Jaques Wagner propõe adiar a eleição de 2026,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.78EF2CR,2025-10-10 07:00:00,data/raw\factcheck_eleicao.csv
"O mundo já percebeu a ditadura do governo Lula. Por 23 votos a 3, o Brasil perdeu a vaga na eleição para a Comissão de Direitos Humanos da OEA",Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/10/10/enganoso-brasil-derrota-comissa-direitos-humanos-oea.htm,2025-10-10 07:00:00,data/raw\factcheck_eleicao.csv
"Líder do governo no Senado, Jaques Wagner propõe adiar eleições de 2026",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/jaques-wagner-propoe-adiar-eleicao-2026-enganoso/,2025-10-07 07:00:00,data/raw\factcheck_eleicao.csv
"AGORA: No Obelisco, milhares de argentinos comemoram a condenação da esquerdista Cristina Kirchner",Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.623Z7NP,2025-06-12 07:00:00,data/raw\factcheck_eleicao.csv
O sistema já sabia quem seria o novo líder religioso do catolicismo através do seriado Os Simpsons.,Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-os-simpsons-previram-a-eleicao-de-robert-prevost-como-papa-leao-xiv/,2025-05-21 07:00:00,data/raw\factcheck_eleicao.csv
"Lula disse: ""As pessoas têm que passar fome para aprender a lutar"", ""Pobre é imbecil, é ignorante"", ""O pobre é um número, às vezes bonito para se utilizar em campanha"" e ""Acabou as eleições, acabou o interesse pelo pobre""",Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/01/21/video-falas-lula-pobres-distorcido.htm,2025-01-21 08:00:00,data/raw\factcheck_eleicao.csv
Guga Chacra chora ao vivo ao ver Donald Trump eleito novamente nos Estados Unidos,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36LR6QC,2024-11-07 08:00:00,data/raw\factcheck_eleicao.csv
Guga Chacra chora ao vivo ao ver Donald Trump sendo eleito nos Estados Unidos,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/guga-chacra-chora-eleicao-eua-trump-enganoso/,2024-11-06 08:00:00,data/raw\factcheck_eleicao.csv
"ABC mostrou resultado da eleição presidencial na Pensilvânia dias antes do pleito, o que prova fraude",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/erro-emissora-pensilvania-nao-prova-fraude-kamala/,2024-10-31 07:00:00,data/raw\factcheck_eleicao.csv
Boulos questionou o resultado das eleições de SP,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/posts-entrevista-boulos-para-alegar-questionou-resultado-eleicoes/,2024-10-29 07:00:00,data/raw\factcheck_eleicao.csv
"Sistema eleitoral brasileiro é uma farsa, diz deputado em vídeo removido",Fake,claim,Enganoso: vídeo que voltou a circular é de 2010. O então deputado federal Fernando Chiarelli não apresentou provas de fraude no sistema eleitoral,Nexo Jornal,https://www.nexojornal.com.br/expresso/2024/10/11/3-boatos-verificados-esta-semana-para-voce-ficar-de-olho-10,2024-10-11 07:00:00,data/raw\factcheck_eleicao.csv
vídeo que voltou a circular é de 2010. O então deputado federal Fernando Chiarelli não apresentou provas de fraude no sistema eleitoral,True,verdict_correction,Enganoso: vídeo que voltou a circular é de 2010. O então deputado federal Fernando Chiarelli não apresentou provas de fraude no sistema eleitoral,Nexo Jornal,https://www.nexojornal.com.br/expresso/2024/10/11/3-boatos-verificados-esta-semana-para-voce-ficar-de-olho-10,2024-10-11 07:00:00,data/raw\factcheck_eleicao.csv
Tabela com logs das urnas mostra em quem os eleitores votaram,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36ER9Y3,2024-08-26 07:00:00,data/raw\factcheck_eleicao.csv
Pablo Marçal aparece em 1º na pesquisa eleitoral do Instituto Veritá,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36EN68R,2024-08-23 07:00:00,data/raw\factcheck_eleicao.csv
Vídeo mostra motociata a favor de Maduro após eleição presidencial de 2024,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/motociata-maduro-antes-eleicao-venezuela/,2024-07-31 07:00:00,data/raw\factcheck_eleicao.csv
Palestino diz que o califado irá conquistar Paris após eleições na França,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/discurso-califado-conquistar-paris-2020-nao-recente/,2024-07-11 07:00:00,data/raw\factcheck_eleicao.csv
Vídeo mostra incêndio causado por manifestantes de esquerda na França após resultado das eleições,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/incendio-franca-eleicoes-extrema-esquerda/,2024-07-01 07:00:00,data/raw\factcheck_eleicao.csv
Lula disse ser contra cuidar de pobres porque já tem seus votos na eleição,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.34ZM3C2,2024-06-28 07:00:00,data/raw\factcheck_eleicao.csv
"Países que fizeram a eleição com cédula de papel ou urnas com voto impresso, como Paraguai, Uruguai, Equador e Argentina, tiveram derrota da esquerda",Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/voto-impresso-direita-esquerda-falso/,2024-06-21 07:00:00,data/raw\factcheck_eleicao.csv
"Joe Biden diz que não pode vencer esta eleição, só Donald Trump pode vencer",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.34V44KD,2024-06-04 07:00:00,data/raw\factcheck_eleicao.csv
"Barroso disse que ""eleição não se vence, se toma""",Fake,claim,"Enganoso: Frase foi retirada do contexto original. Barroso repetia palavras de senador, que se referia ao cenário de Roraima antes do voto eletrônico.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/barroso-reproduzia-relato-de-senador-quando-disse-que-eleicao-em-roraima-nao-se-ganha-se-toma/,2024-05-02 07:00:00,data/raw\factcheck_eleicao.csv
"Frase foi retirada do contexto original. Barroso repetia palavras de senador, que se referia ao cenário de Roraima antes do voto eletrônico.",True,verdict_correction,"Enganoso: Frase foi retirada do contexto original. Barroso repetia palavras de senador, que se referia ao cenário de Roraima antes do voto eletrônico.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/barroso-reproduzia-relato-de-senador-quando-disse-que-eleicao-em-roraima-nao-se-ganha-se-toma/,2024-05-02 07:00:00,data/raw\factcheck_eleicao.csv
"Ministro do STF Luís Roberto Barroso diz que “eleição não se vence, se toma”.",Fake,claim,Enganoso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2024/05/02/barroso-reproduzia-relato-de-senador-quando-falou-sobre-eleicao-em-roraima.htm,2024-05-02 07:00:00,data/raw\factcheck_eleicao.csv
"Luís Roberto Barroso disse que “eleição não se vence, se toma”.",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/barroso-eleicao-nao-se-ganha-se-toma-enganoso/,2024-05-02 07:00:00,data/raw\factcheck_eleicao.csv
Jornalistas falam que Bolsonaro ganhou e STF colocou o Lula na presidência,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.34RX3NC,2024-05-16 07:00:00,data/raw\factcheck_eleicao.csv
"Netanyahu foi eleito ""assassino do ano"" pela revista Time.",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-netanyahu-eleito-assassino-do-ano-pela-revista-time/,2024-01-03 08:00:00,data/raw\factcheck_eleicao.csv
Jair Bolsonaro nvai mandar no Brasil caso o PL vença as eleições para a Câmara dos Deputados; ele não está inelegível,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/eleicao-para-presidencia-da-camara-nao-altera-inelegibilidade-de-bolsonaro/,2023-12-18 08:00:00,data/raw\factcheck_eleicao.csv
"Postagens reproduz uma imagem de postagem de Lula sobre o resultado da eleição na Argentina com uma suposta resposta de Javier Milei com o texto: Lula ladrón, tu lugar está en la prisión",Fake,claim,"Falso: É uma montagem a imagem que mostra uma suposta interação online entre o presidente Lula e Javier Milei, recém-eleito na Argentina.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falsa-postagem-que-mostra-javier-milei-chamando-lula-de-ladrao-apos-eleicao-na-argentina/,2023-11-23 08:00:00,data/raw\factcheck_eleicao.csv
"É uma montagem a imagem que mostra uma suposta interação online entre o presidente Lula e Javier Milei, recém-eleito na Argentina.",True,verdict_correction,"Falso: É uma montagem a imagem que mostra uma suposta interação online entre o presidente Lula e Javier Milei, recém-eleito na Argentina.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falsa-postagem-que-mostra-javier-milei-chamando-lula-de-ladrao-apos-eleicao-na-argentina/,2023-11-23 08:00:00,data/raw\factcheck_eleicao.csv
Vídeo mostra Guga Chacra chorando ao vivo quando soube da eleição de Javier Milei,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/guga-chacra-se-emocionou-ao-falar-sobre-coronavirus-nao-sobre-eleicao-de-milei/,2023-11-22 08:00:00,data/raw\factcheck_eleicao.csv
Jornalistas da GloboNews falam que o STF estava mancomunado com Lula,Fake,claim,Fora de contexto,Estadão,https://www.estadao.com.br/estadao-verifica/video-descontextualiza-falas-de-jornalistas-para-sugerir-que-stf-interferiu-na-eleicao-de-lula/,2023-11-27 08:00:00,data/raw\factcheck_eleicao.csv
Estamos sem água e pagando o preço por ter votado em Lula,Fake,claim,"É falso um vídeo compartilhado nas redes sociais mostrando, supostamente, um protesto no Nordeste por conta da falta de água na região.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/protesto-de-garimpeiros-na-bahia-nao-foi-motivado-por-falta-de-agua-nem-tem-relacao-com-governo-lula/,2023-10-17 07:00:00,data/raw\factcheck_eleicao.csv
Prefeitura Belo Horizonte anula eleição para Conselho Tutelar por irregularidades em urnas eletrônicas do TSE,Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/10/17/eleicao-para-conselho-tutelar-em-bh-nao-utilizou-urnas-da-justica-eleitoral.htm,2023-10-17 07:00:00,data/raw\factcheck_eleicao.csv
Prefeitura de Belo Horizonte anula eleição para Conselho Tutelar por irregularidades em urnas eletrônicas.,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/falso-eleicao-conselho-tutelar-bh-usado-urnas-eletronicas-tse/,2023-10-12 07:00:00,data/raw\factcheck_eleicao.csv
PT faz trambique em eleições em Diadema,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/pt-trambique-eleicao-conselho-tutelar-diadema/,2023-10-09 07:00:00,data/raw\factcheck_eleicao.csv
Código-fonte das urnas será aberto por conta de eleição do Conselho Tutelar,Fake,claim,Enganoso: Não é verdade que o TSE tenha mandado abrir o código-fonte das urnas eletrônicas por causa das eleições do Conselho Tutelar.,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/abertura-do-codigo-fonte-das-urnas-e-padrao-e-nao-tem-relacao-com-escolha-de-conselhos-tutelares/,2023-10-06 07:00:00,data/raw\factcheck_eleicao.csv
Não é verdade que o TSE tenha mandado abrir o código-fonte das urnas eletrônicas por causa das eleições do Conselho Tutelar.,True,verdict_correction,Enganoso: Não é verdade que o TSE tenha mandado abrir o código-fonte das urnas eletrônicas por causa das eleições do Conselho Tutelar.,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/abertura-do-codigo-fonte-das-urnas-e-padrao-e-nao-tem-relacao-com-escolha-de-conselhos-tutelares/,2023-10-06 07:00:00,data/raw\factcheck_eleicao.csv
Ministro Silvio Almeida quer cancelar a eleição do conselho tutelar,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-ministerio-direitos-humanos-cancelar-eleicao-conselhos-tutelares/,2023-10-04 07:00:00,data/raw\factcheck_eleicao.csv
Barroso mentiu ao dizer que parlamentares defenderam contagem manual dos votos nas eleições,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/barroso-contagem-manual-votos/,2023-07-21 07:00:00,data/raw\factcheck_eleicao.csv
Espaço dedicado para os eleitores do Bolsonaro explicarem a retirada da INSULINA do SUS.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/governo-bolsonaro-nao-suspendeu-distribuicao-de-insulina-no-sus/,2019-07-22 07:00:00,data/raw\factcheck_eleicao.csv
Venezuela e Argentina utilizam as mesmas urnas eletrônicas em eleições.,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/venezuela-usa-urna-eletronica-enquanto-argentina-usa-cedula-de-papel-em-eleicoes,2020-11-27 08:00:00,data/raw\factcheck_eleicao.csv
Ciro Gomes disse que haverá fraudes nas eleições de 2022,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.32KB9HU,2022-09-28 07:00:00,data/raw\factcheck_eleicao.csv
A iniciativa de convocar novas eleições gerais cabe exclusivamente à presidenta Dilma.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/presidentes-da-republica-nao-tem-competencia-para-convocar-novas-eleicoes/,2016-04-07 07:00:00,data/raw\factcheck_eleicao.csv
Pesquisa aponta que Lula está com 97% de intenção de votos para ser o novo presidente do Brasil nas eleições de 2022,Fake,claim,Sem Registro,AFP Checamos,https://checamos.afp.com/doc.afp.com.32986RW,2022-04-29 07:00:00,data/raw\factcheck_eleicao.csv
Título de eleitor foi cancelado após maranhense faltar em eleição de 2016,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/04/20/eleitor-do-maranhao-nao-teve-titulo-suspenso-apenas-pagou-multa-apos-falta.htm,2022-04-20 07:00:00,data/raw\factcheck_eleicao.csv
"Eleições: afirmações de Biden e Trump durante o debate sobre coronavírus, economia, voto por correio",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/o-primeiro-debate-presidencial-de-2020-nos-estados-unidos-verificado,2020-10-01 07:00:00,data/raw\factcheck_eleicao.csv
Voto não é obrigatório para eleitores com mais de 60 anos.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-eleitores-com-mais-de-60-anos-nao-sao-obrigados-votar-em-2020/,2020-11-14 08:00:00,data/raw\factcheck_eleicao.csv
"""Portugal ainda tem muito a aprender com a China. Nunca a China iria permitir que um partido radical como o Chega tivesse direito a participar numas eleições presidenciais. Nojo de Portugal. Por isso é que é a China está cada vez mais rica e poderosa, honra o compromisso de ser um país democrata.""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-marisa-matias-destacou-no-twitter-qualidades-do-regime-chines/,2022-02-14 08:00:00,data/raw\factcheck_eleicao.csv
Elon Musk revela documentos sobre ajuda do Twitter para fraudar eleições no Brasil,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/12/15/musk-twitter-fraude-eleicoes-checagem.htm,2022-12-15 08:00:00,data/raw\factcheck_eleicao.csv
Eleitores com mais de 70 anos precisam fazer a biometria e renovar o título para votar em 2022,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-eleitores-mais-70-anos-renovar-titulo-biometria/,2022-04-01 07:00:00,data/raw\factcheck_eleicao.csv
Bolsonaro enganou o povo nas eleições prometendo (...) gasolina por menos de 3 reais,Fake,claim,Insustentável,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2021/10/05/confere-combustivel-gasolina-presidenciaveis-2022.htm,2021-10-05 07:00:00,data/raw\factcheck_eleicao.csv
"""Palocci afirmou que eleições eram decididas pela cúpula. Urnas foram encomendadas para fraudar eleições.""",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-ex-ministro-de-lula-admitiu-fraude-nas-eleicoes-no-brasil/,2020-12-14 08:00:00,data/raw\factcheck_eleicao.csv
Site revela voto nas eleições 2022,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/12/19/site-revela-voto-cpf-checagem.htm,2022-12-19 08:00:00,data/raw\factcheck_eleicao.csv
Vídeo mostra ato pró-Islã após Zohran Mamdani ser eleito prefeito de Nova York,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-de-ato-muculmano-em-nova-york-e-de-2023-e-nao-tem-relacao-com-novo-prefeito/,2025-11-07 08:00:00,data/raw\factcheck_eleicao_0.csv
"Líder da Igreja Católica ganha cerca de 33 mil dólares por mês e usufrui de regalias únicas no mundo.O recém-eleito Papa Leão XIV, o primeiro norte-americano a liderar a Igreja Católica, assumiu oficialmente o cargo com um salário mensal de 30 mil euros (aproximadamente 33 mil dólares).",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-papa-leao-xiv-vai-receber-salario-mensal-de-30-mil-euros-semelhante-ao-do-presidente-dos-eua/,2025-05-26 07:00:00,data/raw\factcheck_eleicao_0.csv
"Após eleição de Trump, Gilmar Mendes diz que não houve tentativa de golpe",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.42AU69D,2025-04-14 07:00:00,data/raw\factcheck_eleicao_0.csv
Eleitores de Bolsonaro aprovam o governo Lula,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36XT7ZF,2025-02-14 08:00:00,data/raw\factcheck_eleicao_0.csv
Kamala Harris fingiu ligação telefônica com eleitor durante comício,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-prova-kamala-fingiu-ligacao-com-eleitor/,2024-11-07 08:00:00,data/raw\factcheck_eleicao_0.csv
"Candidata à prefeitura de Imperatriz (MA), Mariana Carvalho (Republicanos) posta pesquisa eleitoral falsa",Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/imperatriz-mariana-carvalho-pesquisa-falsa/,2024-10-27 07:00:00,data/raw\factcheck_eleicao_0.csv
"Quando a Luiza Erundina foi prefeita de São Paulo — em 88 que ela ganhou — a um dia da eleição, ela estava em terceiro lugar. Era João Leiva, Maluf e ela em terceiro, a um dia da eleição, na pesquisa. (…) A manchete do jornal, no dia da eleição, era ‘Maluf deve ser o próximo prefeito’. Quando abriu a urna, Erundina se elegeu.",Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/checamos-boulos-inteligencia-ltda-segundo-turno/,2024-10-24 07:00:00,data/raw\factcheck_eleicao_0.csv
"Ex-ministro Silvio Almeida, acusado de assédio sexual, pede votos para Guilherme Boulos nas eleições municipais de 2024",Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/silvio-almeida-pede-votos-boulos-prefeitura-de-sp-falso-2022/,2024-10-17 07:00:00,data/raw\factcheck_eleicao_0.csv
Captura de tela confirma fraude nas eleições de 2022,Fake,claim,"Enganoso: Na imagem, é apresentada apuração do Paraná nas eleições presidenciais de 2022, recorte que não representa o resultado da votação em todo o país.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-usa-captura-de-tela-fora-de-contexto-para-alegar-que-houve-fraude-nas-eleicoes-de-2022/,2024-10-11 07:00:00,data/raw\factcheck_eleicao_0.csv
"Na imagem, é apresentada apuração do Paraná nas eleições presidenciais de 2022, recorte que não representa o resultado da votação em todo o país.",True,verdict_correction,"Enganoso: Na imagem, é apresentada apuração do Paraná nas eleições presidenciais de 2022, recorte que não representa o resultado da votação em todo o país.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/post-usa-captura-de-tela-fora-de-contexto-para-alegar-que-houve-fraude-nas-eleicoes-de-2022/,2024-10-11 07:00:00,data/raw\factcheck_eleicao_0.csv
Funcionário do sistema eleitoral da Venezuela publicou foto que mostra derrota de Maduro,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/foto-graficos-derrota-maduro-funcionario-enganoso/,2024-07-30 07:00:00,data/raw\factcheck_eleicao_0.csv
Rayssa Leal dedicou medalha a Bolsonaro e apoiou sua eleição,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/rayssa-leal-bolsonaro-falso/,2024-07-29 07:00:00,data/raw\factcheck_eleicao_0.csv
"Temos o melhor sistema eleitoral do mundo. Temos 16 auditorias. E se faz uma ‘auditoria quente’, como vocês sabem, de 54% das mesas.",Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/maduro-mente-votacao-brasileira-nao-e-auditada/,2024-07-24 07:00:00,data/raw\factcheck_eleicao_0.csv
